Date,NewConfirmed,Confirmed,NewRecovered,Recovered,NewDeceased,Deceased,Active,doubling_time_last_2days,doubling_time_last_5days,doubling_time_last_7days,doubling_time_last_10days,State
2020-05-22,6536,124759,3280,51833,142,3725,69201,25.76218773731298,15.900862181958658,15.19160243554587,14.780601433761092,India
2020-05-23,6667,131424,2576,54409,142,3867,73148,26.636527071670994,16.466528029168554,15.294927329152554,14.712237411709744,India
2020-05-24,7111,138537,3285,57694,156,4023,76820,26.301053832146508,16.436627194864624,15.035145673561516,14.486512311911415,India
2020-05-25,6414,144951,3012,60706,150,4173,80072,30.63070998074379,17.00364774917136,15.730944750709481,14.766636717114745,India
2020-05-26,5907,150858,3585,64291,173,4346,82221,34.7066053249382,18.24502487808375,16.388893316143104,15.229264573887413,India
2020-05-27,7246,158104,3434,67725,188,4534,85845,29.549664549518685,18.751515789401356,16.691977571092814,15.239759552278644,India
2020-05-28,7254,165358,3171,70896,176,4710,89752,30.90283725067921,19.583152490426812,17.222335029874912,15.747774366743613,India
2020-05-29,8138,173496,11735,82631,269,4979,85886,28.856049468968788,19.279924509027946,17.470577630001642,15.9025561206823,India
2020-05-30,8364,181860,4303,86934,205,5184,89742,29.44386869098466,18.543445488642618,17.83180894970098,16.094830165370517,India
2020-05-31,8789,190649,4928,91862,222,5406,93381,29.372584337333123,18.515426048574064,17.70566558618671,16.345876930746673,India
2020-06-01,7723,198372,3882,95744,201,5607,97021,34.910446865920264,19.0392373898262,17.72074732428391,16.835593676339773,India
2020-06-02,8815,207187,4531,100275,222,5829,101083,31.88517337758413,19.528878906912965,17.94597472029541,17.22171847139543,India
2020-06-03,9689,216876,3789,104064,259,6088,106724,30.33201747804597,19.68177313212007,17.890113366588366,17.202669642041833,India
2020-06-04,9838,226714,4386,108450,274,6362,111902,31.248499589233795,20.003639137230987,18.13607375512623,17.015997198645312,India
2020-03-14,0,0,0,0,0,0,0,,,,,Andaman and Nicobar Islands
2020-03-15,0,0,0,0,0,0,0,,,,,Andaman and Nicobar Islands
2020-03-16,0,0,0,0,0,0,0,,,,,Andaman and Nicobar Islands
2020-03-17,0,0,0,0,0,0,0,,,,,Andaman and Nicobar Islands
2020-03-18,0,0,0,0,0,0,0,,,,,Andaman and Nicobar Islands
2020-03-19,0,0,0,0,0,0,0,,,,,Andaman and Nicobar Islands
2020-03-20,0,0,0,0,0,0,0,,,,,Andaman and Nicobar Islands
2020-03-21,0,0,0,0,0,0,0,,,,,Andaman and Nicobar Islands
2020-03-22,0,0,0,0,0,0,0,,,,,Andaman and Nicobar Islands
2020-03-23,0,0,0,0,0,0,0,,,,,Andaman and Nicobar Islands
2020-03-24,0,0,0,0,0,0,0,,,,,Andaman and Nicobar Islands
2020-03-25,0,0,0,0,0,0,0,,,,,Andaman and Nicobar Islands
2020-03-26,1,1,0,0,0,0,1,0.0,0.0,0.0,0.0,Andaman and Nicobar Islands
2020-03-27,5,6,0,0,0,0,6,0.7737056144690831,0.0,0.0,0.0,Andaman and Nicobar Islands
2020-03-28,3,9,0,0,0,0,9,3.419022582702909,0.0,0.0,0.0,Andaman and Nicobar Islands
2020-03-29,0,9,0,0,0,0,9,,0.0,0.0,0.0,Andaman and Nicobar Islands
2020-03-30,1,10,0,0,0,0,10,13.157626957921162,1.5051499783199058,0.0,0.0,Andaman and Nicobar Islands
2020-03-31,0,10,0,0,0,0,10,,6.7845772442836205,0.0,0.0,Andaman and Nicobar Islands
2020-04-01,0,10,0,0,0,0,10,,32.894067394802896,2.1072099696478683,0.0,Andaman and Nicobar Islands
2020-04-02,0,10,0,0,0,0,10,,32.894067394802896,9.498408141997068,0.0,Andaman and Nicobar Islands
2020-04-03,0,10,0,0,0,0,10,,,46.05169435272406,0.0,Andaman and Nicobar Islands
2020-04-04,0,10,0,0,0,0,10,,,46.05169435272406,3.010299956639812,Andaman and Nicobar Islands
2020-04-05,0,10,0,0,0,0,10,,,,13.569154488567241,Andaman and Nicobar Islands
2020-04-06,0,10,0,0,0,0,10,,,,65.78813478960579,Andaman and Nicobar Islands
2020-04-07,0,10,0,0,0,0,10,,,,65.78813478960579,Andaman and Nicobar Islands
2020-04-08,1,11,0,0,0,0,11,14.545081794683425,36.36270448670857,50.90778628139199,72.72540897341713,Andaman and Nicobar Islands
2020-04-09,0,11,10,10,0,0,1,,36.36270448670857,50.90778628139199,72.72540897341713,Andaman and Nicobar Islands
2020-04-10,0,11,0,10,0,0,1,,36.36270448670857,50.90778628139199,72.72540897341713,Andaman and Nicobar Islands
2020-04-11,0,11,0,10,0,0,1,,36.36270448670857,50.90778628139199,72.72540897341713,Andaman and Nicobar Islands
2020-04-12,0,11,0,10,0,0,1,,,50.90778628139199,72.72540897341713,Andaman and Nicobar Islands
2020-04-13,0,11,0,10,0,0,1,,,50.90778628139199,72.72540897341713,Andaman and Nicobar Islands
2020-04-14,0,11,0,10,0,0,1,,,,72.72540897341713,Andaman and Nicobar Islands
2020-04-15,0,11,0,10,0,0,1,,,,72.72540897341713,Andaman and Nicobar Islands
2020-04-16,0,11,1,11,0,0,0,,,,72.72540897341713,Andaman and Nicobar Islands
2020-04-17,1,12,0,11,0,0,1,15.932334472595622,39.830836181489055,55.76317065408468,79.66167236297811,Andaman and Nicobar Islands
2020-04-18,2,14,0,11,0,0,3,8.99311221120384,14.370983348476024,20.11937668786643,28.741966696952048,Andaman and Nicobar Islands
2020-04-19,1,15,0,11,0,0,4,20.09329849942656,11.174208714828355,15.643892200759694,22.34841742965671,Andaman and Nicobar Islands
2020-04-20,1,16,0,11,0,0,5,21.48010733256263,9.24952359846806,12.94933303785528,18.49904719693612,Andaman and Nicobar Islands
2020-04-21,1,17,0,11,0,0,6,22.866853756505872,9.950242013238237,11.145942666473145,15.92277523781878,Andaman and Nicobar Islands
2020-04-22,1,18,0,11,0,0,7,24.253548480223827,13.790437447251966,9.852308507595275,14.074726439421825,Andaman and Nicobar Islands
2020-04-23,4,22,0,11,0,0,11,6.908304961654759,9.049101861418855,8.00485672573663,10.0,Andaman and Nicobar Islands
2020-04-24,7,29,0,11,0,0,18,5.0181987928635055,5.827634910790253,6.662693968317139,7.150265959930188,Andaman and Nicobar Islands
2020-04-25,4,33,0,11,0,0,22,10.728858326106408,5.225035605362561,6.153827090507419,6.309297535714574,Andaman and Nicobar Islands
2020-04-26,0,33,0,11,0,0,22,,5.717754804097593,6.702450607726452,6.851982561085813,Andaman and Nicobar Islands
2020-04-27,0,33,0,11,0,0,22,,8.547556456757274,7.315049847507588,8.083818218387457,Andaman and Nicobar Islands
2020-04-28,0,33,4,15,0,0,18,,26.822145815266023,8.00485672573663,8.791181557867741,Andaman and Nicobar Islands
2020-04-29,0,33,0,15,0,0,18,,,11.966579039460182,9.574929439609221,Andaman and Nicobar Islands
2020-04-30,0,33,1,16,0,0,17,,,37.55100414137243,10.450071210725122,Andaman and Nicobar Islands
2020-05-01,0,33,0,16,0,0,17,,,,11.435509608195186,Andaman and Nicobar Islands
2020-05-02,0,33,10,26,0,0,7,,,,17.095112913514548,Andaman and Nicobar Islands
2020-05-03,0,33,6,32,0,0,1,,,,53.644291630532045,Andaman and Nicobar Islands
2020-05-04,0,33,0,32,0,0,1,,,,,Andaman and Nicobar Islands
2020-05-05,0,33,0,32,0,0,1,,,,,Andaman and Nicobar Islands
2020-05-06,0,33,0,32,0,0,1,,,,,Andaman and Nicobar Islands
2020-05-07,0,33,1,33,0,0,0,,,,,Andaman and Nicobar Islands
2020-05-08,0,33,0,33,0,0,0,,,,,Andaman and Nicobar Islands
2020-05-09,0,33,0,33,0,0,0,,,,,Andaman and Nicobar Islands
2020-05-10,0,33,0,33,0,0,0,,,,,Andaman and Nicobar Islands
2020-05-11,0,33,0,33,0,0,0,,,,,Andaman and Nicobar Islands
2020-05-12,0,33,0,33,0,0,0,,,,,Andaman and Nicobar Islands
2020-05-13,0,33,0,33,0,0,0,,,,,Andaman and Nicobar Islands
2020-05-14,0,33,0,33,0,0,0,,,,,Andaman and Nicobar Islands
2020-05-15,0,33,0,33,0,0,0,,,,,Andaman and Nicobar Islands
2020-05-16,0,33,0,33,0,0,0,,,,,Andaman and Nicobar Islands
2020-05-17,0,33,0,33,0,0,0,,,,,Andaman and Nicobar Islands
2020-05-18,0,33,0,33,0,0,0,,,,,Andaman and Nicobar Islands
2020-05-19,0,33,0,33,0,0,0,,,,,Andaman and Nicobar Islands
2020-05-20,0,33,0,33,0,0,0,,,,,Andaman and Nicobar Islands
2020-05-21,0,33,0,33,0,0,0,,,,,Andaman and Nicobar Islands
2020-05-22,0,33,0,33,0,0,0,,,,,Andaman and Nicobar Islands
2020-05-23,0,33,0,33,0,0,0,,,,,Andaman and Nicobar Islands
2020-05-24,0,33,0,33,0,0,0,,,,,Andaman and Nicobar Islands
2020-05-25,0,33,0,33,0,0,0,,,,,Andaman and Nicobar Islands
2020-05-26,0,33,0,33,0,0,0,,,,,Andaman and Nicobar Islands
2020-05-27,0,33,0,33,0,0,0,,,,,Andaman and Nicobar Islands
2020-05-28,0,33,0,33,0,0,0,,,,,Andaman and Nicobar Islands
2020-05-29,0,33,0,33,0,0,0,,,,,Andaman and Nicobar Islands
2020-05-30,0,33,0,33,0,0,0,,,,,Andaman and Nicobar Islands
2020-05-31,0,33,0,33,0,0,0,,,,,Andaman and Nicobar Islands
2020-06-01,0,33,0,33,0,0,0,,,,,Andaman and Nicobar Islands
2020-06-02,0,33,0,33,0,0,0,,,,,Andaman and Nicobar Islands
2020-06-03,0,33,0,33,0,0,0,,,,,Andaman and Nicobar Islands
2020-06-04,0,33,0,33,0,0,0,,,,,Andaman and Nicobar Islands
2020-03-14,1,1,0,0,0,0,1,,,,,Andhra Pradesh
2020-03-15,0,1,0,0,0,0,1,,,,,Andhra Pradesh
2020-03-16,0,1,0,0,0,0,1,,,,,Andhra Pradesh
2020-03-17,0,1,0,0,0,0,1,,,,,Andhra Pradesh
2020-03-18,0,1,0,0,0,0,1,,,,,Andhra Pradesh
2020-03-19,2,3,0,0,0,0,3,1.2618595071429148,3.154648767857287,,,Andhra Pradesh
2020-03-20,0,3,0,0,0,0,3,,3.154648767857287,4.4165082750002025,,Andhra Pradesh
2020-03-21,2,5,0,0,0,0,5,2.713830897713448,2.1533827903669653,3.014735906513752,,Andhra Pradesh
2020-03-22,1,6,0,0,0,0,6,7.603568033847861,1.934264036172708,2.7079696506417914,,Andhra Pradesh
2020-03-23,1,7,0,0,0,0,7,8.99311221120384,4.090339495506258,2.4934503097561547,3.5620718710802217,Andhra Pradesh
2020-03-24,1,8,0,0,0,0,8,10.381786139368867,3.5334752630571185,2.333333333333333,3.333333333333333,Andhra Pradesh
2020-03-25,2,10,1,1,0,0,9,6.21256743901078,5.0,4.030016497454114,3.010299956639812,Andhra Pradesh
2020-03-26,1,11,0,1,0,0,10,14.545081794683425,5.717754804097593,3.7343906779226868,2.8906482631788784,Andhra Pradesh
2020-03-27,2,13,0,1,0,0,12,8.298476292364223,5.5985725229304935,5.077940498954773,2.702381544273197,Andhra Pradesh
2020-03-28,6,19,0,1,0,0,18,3.6530494691575313,4.006642970954926,4.209348931845743,3.755212686694933,Andhra Pradesh
2020-03-29,2,21,0,1,0,0,20,13.851383446452367,4.671197544401621,4.4165082750002025,3.5620718710802217,Andhra Pradesh
2020-03-30,2,23,0,1,0,0,22,15.238729949686984,4.698672544308729,4.5944964510114445,4.5420813044215045,Andhra Pradesh
2020-03-31,21,44,0,1,0,0,43,2.137049719600701,2.8425372502224246,3.2748484024576165,3.4789032651878147,Andhra Pradesh
2020-04-01,67,111,1,2,0,0,109,1.4981450181352658,1.963488265828148,2.098960438808886,2.508113153954933,Andhra Pradesh
2020-04-02,38,149,0,2,0,0,147,4.708622725809671,1.768752519047604,1.9893547906796818,2.3701352414585743,Andhra Pradesh
2020-04-03,15,164,0,2,1,1,161,14.452591739535348,1.7642969503505133,2.2510756587706555,2.477931597116356,Andhra Pradesh
2020-04-04,28,192,0,2,0,1,189,8.794668822557389,2.3523534953761893,2.192539361284524,2.4239304675738778,Andhra Pradesh
2020-04-05,64,256,3,5,0,1,250,4.818841679306419,4.1473671230746465,2.0135552285179164,2.32581923369999,Andhra Pradesh
2020-04-06,47,303,0,5,2,3,295,8.22456404026653,4.8827864504735725,2.5146005206603466,2.5029744910647524,Andhra Pradesh
2020-04-07,11,314,0,5,1,4,305,38.875135953133395,5.3357878283265325,4.666029341366486,2.562589108100196,Andhra Pradesh
2020-04-08,34,348,1,6,0,4,338,13.484108412436907,5.827634910790253,5.720005835050545,2.5514229473386307,Andhra Pradesh
2020-04-09,15,363,4,10,2,6,347,32.85030132711388,9.924066245385363,6.106743787431518,3.2847258298171016,Andhra Pradesh
2020-04-10,18,381,0,10,0,6,365,28.644492693746862,15.129819722665891,7.0801137042522955,5.62040465518259,Andhra Pradesh
2020-04-11,24,405,0,10,0,6,389,22.693513475307444,13.618139512248392,10.577563723500294,6.931882442266862,Andhra Pradesh
2020-04-12,15,420,2,12,1,7,401,38.11889366840296,18.42964518475044,14.85973889717038,7.370861512806475,Andhra Pradesh
2020-04-13,19,439,0,12,0,7,420,31.33243766579428,18.231448059135555,14.479072529106695,8.38142434808521,Andhra Pradesh
2020-04-14,45,484,4,16,4,11,457,14.205947107397805,14.483683487972186,14.708362336531456,10.8830123943805,Andhra Pradesh
2020-04-15,41,525,4,20,3,14,491,17.048790401064288,13.354860842598677,13.149296417902448,12.610346377582527,Andhra Pradesh
2020-04-16,9,534,0,20,0,14,500,81.5583546183197,14.432079736786527,14.372278100379305,13.053549083137286,Andhra Pradesh
2020-04-17,38,572,15,35,0,14,523,20.166290202376143,13.096060404125636,14.053593688530322,13.948405165898855,Andhra Pradesh
2020-04-18,31,603,7,42,2,16,545,26.26641720754363,15.76536323500676,13.415906982681726,13.657686005120445,Andhra Pradesh
2020-04-19,44,647,23,65,1,17,565,19.683545650037736,16.58659270982995,12.510169596010424,13.089438446343578,Andhra Pradesh
2020-04-20,75,722,27,92,3,20,610,12.639578478472242,11.490050547389776,12.131888401220019,11.989301766934528,Andhra Pradesh
2020-04-21,35,757,4,96,2,22,639,29.28495092074525,12.367722471106793,13.258181479888325,11.766035135366408,Andhra Pradesh
2020-04-22,56,813,24,120,2,24,669,19.42463227389309,11.598308358821873,11.54323846565773,11.248158517771422,Andhra Pradesh
2020-04-23,80,893,21,141,3,27,725,14.770522607733653,10.755129167059257,10.892482928018065,11.316657730131018,Andhra Pradesh
2020-04-24,62,955,4,145,2,29,781,20.65250392393968,12.391515502456643,10.552614316289256,11.585024733295493,Andhra Pradesh
2020-04-25,61,1016,26,171,2,31,814,22.389455571501628,11.777586494236633,10.751651244156179,10.775992645609401,Andhra Pradesh
2020-04-26,81,1097,60,231,0,31,835,18.072867766397028,11.567747471398835,11.599144498824248,10.64422609904937,Andhra Pradesh
2020-04-27,80,1177,4,235,0,31,911,19.69457754795093,12.550760297544727,10.99334075936723,10.363935683730492,Andhra Pradesh
2020-04-28,82,1259,23,258,0,31,970,20.583763206272497,12.540579912179231,11.094363453732962,10.411887331359164,Andhra Pradesh
2020-04-29,73,1332,29,287,0,31,1014,24.595466267709607,12.797749879578912,12.134617943870488,11.31832012260864,Andhra Pradesh
2020-04-30,71,1403,34,321,0,31,1051,26.694811344887018,14.086432192614286,12.613922399204744,11.234064153217275,Andhra Pradesh
2020-05-01,60,1463,82,403,2,33,1027,33.104492723838,15.932931327437696,13.307241827670195,11.79798296686892,Andhra Pradesh
2020-05-02,62,1525,38,441,0,33,1051,33.40042744446283,18.081158098522693,14.729222695900635,12.952073302224324,Andhra Pradesh
2020-05-03,58,1583,47,488,0,33,1062,37.13881610040698,20.07490565076065,16.372471477040136,13.71575383827981,Andhra Pradesh
2020-05-04,67,1650,36,524,0,33,1093,33.44214907232351,21.371995282987797,17.940081804286887,14.294584639894554,Andhra Pradesh
2020-05-05,67,1717,65,589,1,34,1094,34.828634057790744,21.648745054514627,19.110230040898468,15.4720559803697,Andhra Pradesh
2020-05-06,60,1777,140,729,2,36,1012,40.36030285985193,22.661920005158454,20.532153985590533,16.825687331580983,Andhra Pradesh
2020-05-07,56,1833,51,780,2,38,1015,44.67965351909977,23.635573819412993,21.520118689731984,18.452618653471035,Andhra Pradesh
2020-05-08,54,1887,62,842,3,41,1004,47.74678497878657,25.822658450822487,22.780141866954327,19.900484026476477,Andhra Pradesh
